dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,32,24,56,17324,9891,27215,23516,9865,33381,9334,7448,16782,16359,15812,32171,32,24,56,21156,9758,30914,23120,9734,32854,16080,15690,31770,8693,7428,16121,111715,32,24,56,16746,9502,26248,22807,9617,32424,15860,15283,31143,8525,7218,15743,1052,2780,3832,66565,43040,109605,16391,15836,32227,267455.0,379547.0,2098.0,1.035622516,379547.0,180.9089609,1.2375,30.9876,294.33772365477796,KIKUUBE,-0.07924121250694795,-1.6579481305095796,0.017,4,True,-0.7372764990714836,0.016,False,True
LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,13,13,26,5592,4203,9795,7945,4492,12437,2644,2259,4903,2560,2529,5089,11,13,24,5557,4153,9710,7687,4140,11827,2472,2438,4910,2624,2232,4856,31327,11,13,24,5554,4153,9707,7679,4122,11801,2467,2431,4898,2617,2226,4843,282,835,1117,18754,13496,32250,2573,2542,5115,262604.0,325263.0,988.0,1.021629283,325263.0,329.2135628,0.4165,31.3999,96.31282992532198,LWENGO,0.572825768189543,1.6468777894430133,0.018,3,True,-0.7289358139999361,0.017,False,True
AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,35,15,50,50050,28714,78764,48751,14387,63138,20331,15111,35442,24231,22480,46711,35,15,50,49904,28664,78568,48607,14347,62954,24146,22410,46556,20288,15063,35351,223479,35,15,50,49448,28346,77794,48240,14258,62498,23988,22298,46286,20149,14933,35082,1333,3029,4362,143398,80707,224105,24266,22495,46761,227792.0,307235.0,3493.0,1.03037004,307235.0,87.95734326,2.9251,0.0,727.3878301625791,AGAGO,2.5487979424313005,2.8126837084724428,0.018,1,True,1.2620184032890158,0.017,True,False
APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28,22,50,21225,11165,32390,26121,11833,37954,6780,5037,11817,7868,6979,14847,28,22,50,21043,11009,32052,25685,11589,37274,7727,6861,14588,6735,4995,11730,95694,28,22,50,20765,10925,31690,25416,11530,36946,7633,6839,14472,6631,4906,11537,1198,2844,4042,62022,35036,97058,7896,7001,14897,185322.0,221962.0,1783.0,1.018204859,221962.0,124.4879417,1.8445,32.4014,431.1278507131852,APAC,0.0934685951267854,0.32808575232512754,0.323,1,False,0.13369800760762185,0.326,False,False
PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,7,13,20,14566,7618,22184,16152,5863,22015,6474,4963,11437,9074,7657,16731,7,13,20,14536,7613,22149,16142,5843,21985,9074,7645,16719,6468,4929,11397,72270,7,13,20,14475,7574,22049,15932,5796,21728,9043,7633,16676,6438,4923,11361,1517,2932,4449,46273,26114,72387,9081,7670,16751,275128.0,334697.0,796.0,1.01979224,334697.0,420.4736181,1.2009,33.7071,215.92664409899103,PALLISA,-0.22768923998197121,-2.3810214752780383,0.021,2,True,0.9106161063159616,0.017,True,False
LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,7,10,17,14902,7018,21920,23098,7770,30868,5699,3920,9619,7406,6671,14077,7,10,17,14848,6957,21805,22816,7714,30530,7373,6648,14021,5659,3886,9545,75918,7,10,17,14819,6943,21762,22835,7696,30531,7367,6637,14004,5672,3904,9576,855,1526,2381,51112,25389,76501,7413,6681,14094,200561.0,242216.0,1046.0,1.01905033,242216.0,231.5640535,2.2316,32.9438,313.4309872180203,LIRA,0.13790644766604085,1.997442859195309,0.042,1,True,0.7113477149713492,0.04,True,False
KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,37,23,60,9192,6115,15307,17249,7672,24921,6772,5471,12243,15816,14010,29826,37,23,60,9009,5925,14934,16593,7402,23995,15125,13622,28747,6571,5278,11849,79585,37,23,60,8752,5876,14628,16295,7327,23622,14966,13225,28191,6547,5274,11821,210,1147,1357,49066,33291,82357,15853,14033,29886,181050.0,219734.0,3610.0,1.019553156,219734.0,60.86814404,3.0352,0.0,362.18791811918044,KOTIDO,0.27194341079200635,1.7114254146886358,0.062,1,False,0.6568303503839512,0.059,False,False
KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,7,7,14,4620,3715,8335,5357,2782,8139,2154,2015,4169,2103,2208,4311,7,7,14,4586,3701,8287,5325,2735,8060,2094,2197,4291,2146,2002,4148,24800,7,7,14,4495,3639,8134,5169,2680,7849,2054,2148,4202,2112,1982,4094,184,517,701,14241,10727,24968,2110,2215,4325,174368.0,221569.0,790.0,1.024245869,221569.0,280.4670886,0.0953,31.7651,111.92901534059366,KALUNGU,-0.32074754343300843,-0.9706400248276599,0.153,2,False,0.4391194490055393,0.17,False,False
NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,16,10,26,9232,5223,14455,14028,4860,18888,6579,5110,11689,13873,13031,26904,17,9,26,8676,4867,13543,12849,4495,17344,12862,12161,25023,6063,4672,10735,66671,16,10,26,9076,5097,14173,13797,4749,18546,13740,12905,26645,6503,5031,11534,413,1032,1445,43728,28234,71962,13889,13041,26930,142224.0,211830.0,4822.0,1.040642258,211830.0,43.9299046,2.4265,34.331,314.7382334891186,NAPAK,0.128180818565419,1.5989727898692503,0.072,1,False,0.6417217162377876,0.07,False,False
NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,7,5,12,11389,6448,17837,21382,9408,30790,6542,5162,11704,9720,8765,18485,6,5,11,11229,6358,17587,20921,9223,30144,9551,8607,18158,6445,5098,11543,77443,6,5,11,11224,6354,17578,20728,9209,29937,9544,8615,18159,6444,5089,11533,907,2123,3030,49040,29788,78828,9727,8770,18497,252557.0,311339.0,812.0,1.021144992,311339.0,383.4224138,0.8493,33.6623,248.74172525767733,NAMUTUMBA,-0.09244525215530885,-2.296668115348202,0.027,2,True,0.921869863573409,0.03,True,False
BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,20,14,34,8597,4784,13381,14229,5650,19879,5417,4386,9803,7442,6799,14241,19,14,32,8528,4728,13256,14060,5588,19648,7418,6722,14140,5399,4346,9745,56821,19,13,32,8441,4670,13111,14042,5521,19563,7265,6608,13873,5390,4286,9676,920,1524,2444,35705,21633,57338,7462,6813,14275,382913.0,480345.0,1033.0,1.022928589,480345.0,465,0.5316,0.0,118.292060914551,BUGIRI,0.08036885698067431,0.33754822899272796,0.424,3,False,-0.12115444938295267,0.407,False,False
OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,7,7,14,16663,8846,25509,15728,4589,20317,7352,5289,12641,8172,6974,15146,7,7,14,16176,8546,24722,15353,4452,19805,8067,6872,14939,7221,5167,12388,71868,7,7,14,15832,8348,24180,15106,4325,19431,7867,6697,14564,7073,5059,12132,1020,2324,3344,47922,25705,73627,8179,6981,15160,104254.0,161069.0,1549.0,1.044460267,161069.0,103.9825694,2.5214,33.3486,446.1938672246056,OTUKE,0.8965619721949782,2.804609077165543,0.009,1,True,1.1311747052624828,0.013,True,False
NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,15,17,32,14302,8352,22654,17895,7105,25000,6448,5397,11845,7639,7417,15056,12,14,26,13826,8158,21984,17027,6906,23933,7381,7185,14566,6274,5283,11557,72066,12,14,26,13978,8202,22180,17282,6957,24239,7468,7273,14741,6335,5302,11637,1120,2029,3149,46299,28288,74587,7654,7434,15088,238757.0,299398.0,987.0,1.022890813,299398.0,303.3414387,2.4104,31.2168,240.70301070815435,NEBBI,0.05030107886052461,0.6170379557552181,0.304,3,False,-0.3687410121288877,0.259,False,False
KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1513,1353,2866,29034,24692,53726,74892,60502,135394,21760,19606,41366,23855,23459,47314,348,372,751,17801,14914,32715,39761,33934,73695,13774,13123,26897,11922,11079,23001,157059,371,380,751,16999,14166,31165,38312,32969,71281,13208,12562,25770,11190,10420,21610,600,3310,3910,151054,129612,280666,25368,24812,50180,1507080.0,1797722.0,195.0,1.017791039,1797722.0,9219.087179,0.3152,32.5816,87.36556597738694,KAMPALA,0.677845008126233,1.1340558396029283,0.093,3,False,-0.8202573467411106,0.079,False,False
PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,37,32,69,41504,24426,65930,37686,12632,50318,16724,12863,29587,18417,16691,35108,36,31,67,40807,23894,64701,36641,12106,48747,18073,16480,34553,16369,12570,28939,177007,36,31,67,40654,23592,64246,37859,11936,49795,17907,16299,34206,16119,12382,28501,1551,1860,3411,114368,66644,181012,18454,16723,35177,178004.0,240159.0,3326.0,1.030402516,240159.0,72.20655442,2.9431,32.8084,737.0408770855975,PADER,3.147611745332429,3.9797339497044644,0.002,1,True,1.5243914808988381,0.001,True,False
ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,8,9,17,15577,8665,24242,15624,5949,21573,6471,5093,11564,9222,8323,17545,8,9,17,15494,8621,24115,15451,5895,21346,9196,8291,17487,6442,5081,11523,74488,8,9,17,15569,8656,24225,15571,5935,21506,9186,8298,17484,6438,5079,11517,629,1458,2087,46902,28039,74941,9230,8332,17562,107966.0,144084.0,2301.0,1.029278437,144084.0,62.61799218,2.7067,33.6595,516.9762083229228,ABIM,0.9682494182459251,1.9330298259636027,0.048,1,True,0.8762330041336961,0.05,False,False
BUDUDA,Bududa,"271,100",271100.0,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,1,1,2,2346,1601,3947,4436,2596,7032,878,718,1596,1017,981,1998,1,1,2,2345,1600,3945,4436,2596,7032,1017,981,1998,878,718,1596,14573,1,1,2,2345,1600,3945,4435,2596,7031,1017,981,1998,873,718,1591,232,513,745,8678,5897,14575,1018,982,2000,210173.0,26897.0,318.0,0.814165494,26897.0,84.58176101,1.003,34.3338,541.8076365393911,BUDUDA,-0.5541088218510887,-0.9664164946616399,0.153,4,False,-0.4424353908076087,0.136,False,False
MANAFWA,Manafwa,"175,200",175200.0,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,6,2,8,4585,3183,7768,8735,5585,14320,3011,2445,5456,4926,4266,9192,5,2,7,4563,3166,7729,8679,5555,14234,4909,4243,9152,3007,2433,5440,36562,5,2,7,4559,3161,7720,8616,5535,14151,4862,4221,9083,2998,2431,5429,542,1050,1592,21263,15481,36744,4932,4268,9200,149544.0,186917.0,237.0,1.022558071,186917.0,788.6793249,0.0,0.0,195.60553614705992,MANAFWA,0.04961201729488768,0.2751039642818817,0.445,3,False,-0.14762079111220738,0.438,False,False
SIRONKO,Sironko,"274,300",274300.0,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,8,3,11,8649,5803,14452,17855,9421,27276,3584,2771,6355,4027,3675,7702,7,3,10,8022,5325,13347,16308,8635,24943,3583,3271,6854,3252,2540,5792,50946,7,3,10,7773,5222,12995,15167,8390,23557,3463,3124,6587,3150,2477,5627,762,1528,2290,34123,21673,55796,4035,3678,7713,242421.0,298363.0,383.0,1.020980559,298363.0,779.0156658,1.2302,34.2491,170.75173530229952,SIRONKO,-0.0926325089150606,-0.44419299260101974,0.293,2,False,0.2002618683025858,0.291,False,False
KATAKWI,Katakwi,"194,600",194600.0,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,4,5,9,27486,17532,45018,27804,11786,39590,10896,8835,19731,7957,7312,15269,3,4,7,27364,17462,44826,27400,11732,39132,7899,7231,15130,10867,8794,19661,118756,3,4,7,26753,17133,43886,26975,11567,38542,7773,7420,15193,10624,8624,19248,1798,5370,7168,74147,45470,119617,7961,7317,15278,166231.0,234332.0,2306.0,1.03493234,234332.0,101.6183868,1.9142,33.9583,506.7852448662581,KATAKWI,0.4802729701381108,1.187801394046773,0.124,1,False,0.4569015822353565,0.131,False,False
KUMI,Kumi,"284,800",284800.0,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,10,12,22,27073,17294,44367,35611,15369,50980,12483,10035,22518,12781,11862,24643,8,9,17,26442,17022,43464,34484,14727,49211,12394,11477,23871,12048,9712,21760,138323,8,9,17,26556,17521,44077,34572,14801,49373,12381,11456,23837,12051,9708,21759,1274,2808,4082,87958,54572,142530,12791,11874,24665,239268.0,286992.0,1005.0,1.018353399,286992.0,285.5641791,1.4877,33.9304,481.97510732006464,KUMI,0.4524375183490075,1.199938283386672,0.131,1,False,0.4793017047121635,0.124,False,False
BULIISA,Buliisa,"149,300",149300.0,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,13,3,16,10031,6203,16234,11373,6245,17618,4821,3765,8586,6896,6122,13018,11,3,15,9364,5852,15216,10617,5769,16386,6459,5783,12242,4591,3579,8170,52029,12,3,15,9873,6085,15958,11991,6104,18095,6807,6016,12823,4762,3708,8470,787,1762,2549,33134,22338,55472,6909,6125,13034,113161.0,167894.0,1367.0,1.040240696,167894.0,122.8193124,1.8992,31.3542,309.8919556386768,BULIISA,-0.04861160478535171,-0.5110348961131381,0.352,4,False,-0.27154170232813485,0.313,False,False
KAMWENGE,Kamwenge,"335,200",335200.0,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,Tooro,Kamwenge District,25,11,36,18224,12204,30428,21130,10308,31438,9000,7464,16464,10533,10707,21240,24,11,35,17408,11854,29262,20209,9477,29686,10216,10380,20596,8848,7263,16111,95690,24,11,35,17364,11693,29057,20106,9448,29554,10127,10306,20433,8737,7150,15887,602,1656,2258,58912,40694,99606,10558,10718,21276,270668.0,337167.0,1695.0,1.022211623,337167.0,198.9185841,0.2903,30.574,283.8059477944164,KAMWENGE,-0.030229979263106783,-1.3331590229980983,0.069,4,False,-0.5082965800579244,0.054,False,False
LYANTONDE,Lyantonde,"110,500",110500.0,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,South Central,Lyantonde District,8,2,10,2860,2359,5219,3884,2555,6439,1437,1235,2672,1114,1061,2175,8,2,10,2862,2359,5221,3882,2556,6438,1119,1064,2183,1436,1235,2671,16523,8,2,10,2829,2330,5159,3819,2529,6348,1100,1053,2153,1419,1220,2639,34,297,331,9303,7212,16515,1122,1063,2185,93753.0,133017.0,887.0,1.035600371,133017.0,149.9627959,0.2241,31.2168,124.2172053196208,LYANTONDE,0.40430490264744295,1.176713699081093,0.093,3,False,-0.6120344092291382,0.08,False,False
SSEMBABULE,Ssembabule,"296,100",296100.0,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SEMBABULE,South Central,Sembabule District,4,6,10,6264,4387,10651,10726,6479,17205,3175,2443,5618,2918,2588,5506,4,6,10,6262,4385,10647,10713,6474,17187,2922,2588,5510,3174,2440,5614,38968,4,6,10,6013,4280,10293,10432,6289,16721,2873,2545,5418,3127,2392,5519,312,1071,1383,23087,15903,38990,2922,2594,5516,252597.0,305971.0,2317.0,1.019354414,305971.0,132.0548123,0.0638,31.3542,127.35847514960568,SEMBABULE,-0.15157830338393052,-0.6278396679293566,0.243,2,False,0.2277290813476915,0.252,False,False
BUTAMBALA,Butambala,"107,800",107800.0,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,South Central,Butambala District,0,2,2,3772,3510,7282,4523,2912,7435,1565,1562,3127,1344,1173,2517,0,2,2,3805,3561,7366,4530,2932,7462,1357,1158,2515,1580,1588,3168,20513,0,2,2,3732,3491,7223,4438,2887,7325,1348,1140,2488,1561,1571,3132,105,389,494,11204,9159,20363,1344,1175,2519,10084.0,146516.0,405.0,1.306848434,146516.0,361.7679012,0.1742,32.1065,140.00518714679623,BUTAMBALA,-0.4712043272979906,-1.5605851159314297,0.074,2,False,0.7882899965062463,0.076,False,False
KIRUHURA,Kiruhura,"185,700",185700.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,Ankole,Kiruhura District,7,4,11,7371,7173,14544,8619,6900,15519,3569,3235,6804,2703,2668,5371,7,3,10,7362,7170,14532,8591,6886,15477,2699,2662,5361,3566,3232,6798,42178,7,3,10,7362,7169,14531,8591,6885,15476,2698,2652,5350,3566,3231,6797,222,767,989,22269,19980,42249,2710,2672,5382,151023.0,203502.0,3003.0,1.03027357,203502.0,67.76623377,0.322,30.8039,207.2608623011076,KIRUHURA,0.15818093218460919,1.441690667147228,0.045,3,True,-0.5495757181794244,0.041,False,True
BUHWEJU,Buhweju,"144,100",144100.0,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,Ankole,Buhweju District,2,3,5,273,254,527,444,417,861,133,108,241,181,123,304,2,3,5,263,240,503,439,407,846,176,121,297,124,100,224,1875,2,3,5,263,240,503,439,407,846,176,120,296,124,100,224,7,29,36,1033,905,1938,183,126,309,12072.0,167921.0,751.0,1.301165617,167921.0,223.5965379,0.3558,30.3897,11.165964947802836,BUHWEJU,0.8822260890481333,1.643896314965805,0.016,3,True,-0.7592696073839221,0.015,False,True
KAKUMIRO,Kakumiro,"473,400",473400.0,KIBAALE,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,Bunyoro,Kakumiro District,84,57,141,10593,7345,17938,13024,6025,19049,5062,4035,9097,5596,4692,10288,81,51,131,10461,7257,17718,13194,5909,19103,5521,4613,10134,5020,3987,9007,56093,81,50,131,10158,6979,17137,13161,5747,18908,5352,4518,9870,4900,3880,8780,786,2257,3043,34359,22154,56513,5680,4749,10429,293108.0,428176.0,1701.0,1.038626657,428176.0,251.7201646,1.0028,31.3084,131.00454018908113,KAKUMIRO,0.3230337667865657,1.103711379877833,0.117,3,False,-0.5132530834652682,0.083,False,False
KABALE,Kabale,"248,700",248700.0,KABALE,KABALE,KABALE,KABALE,KABALE,KABALE,Kigezi,Kabale District,1,1,2,338,365,703,1170,1547,2717,137,143,280,175,145,320,1,1,2,335,361,696,1145,1516,2661,175,145,320,134,141,275,3954,1,1,2,330,359,689,1131,1489,2620,172,145,317,134,141,275,4,31,35,1821,2201,4022,176,146,322,230609.0,285588.0,561.0,1.021612905,285588.0,509.0695187,1.3505,30.0203,13.845119542837933,KABALE,1.3609888403361827,1.6253152227721643,0.002,3,True,-1.1783866712642062,0.002,False,True
AMUDAT,Amudat,"134,900",134900.0,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,Karamoja,Amudat District,17,28,45,3153,2695,5848,6268,2814,9082,2389,2335,4724,3067,2954,6021,17,28,45,3153,2695,5848,6268,2814,9082,3067,2954,6021,2389,2335,4724,25720,17,28,45,3095,2628,5723,6197,2767,8964,3033,2918,5951,2352,2287,4639,154,477,631,14894,10826,25720,3084,2982,6066,105769.0,203358.0,1616.0,1.067555067,203358.0,125.8403465,1.7916,34.9066,126.47646023269307,AMUDAT,0.05933015838322464,0.16634045296908134,0.487,3,False,-0.09535078237258277,0.487,False,False
MAYUGE,Mayuge,"565,100",565100.0,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,Busoga,Mayuge District,80,66,146,23755,13269,37024,38263,16602,54865,14355,11595,25950,19001,16686,35687,80,66,138,23546,13218,36764,37983,16526,54509,18926,16619,35545,14296,11551,25847,152803,76,62,138,23419,13099,36518,37807,16421,54228,18857,16542,35399,14651,11479,26130,2468,4841,7309,95454,58218,153672,19081,16752,35833,473239.0,577563.0,1075.0,1.020121459,577563.0,537.267907,0.3125,33.528,264.56507774909403,MAYUGE,-0.00834222871823929,-0.8253249662888097,0.194,2,False,0.2959381645367495,0.2,False,False
NWOYA,Nwoya,"236,000",236000.0,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,Acholi,Nwoya District,20,18,38,13988,7909,21897,19309,7461,26770,8431,6815,15246,11560,11042,22602,19,18,37,13988,7912,21900,19308,7453,26761,11560,11041,22601,8431,6815,15246,86545,19,18,37,13890,7857,21747,19046,7373,26419,11475,10960,22435,8351,6746,15097,1035,2332,3367,53308,33245,86553,11580,11060,22640,133506.0,220593.0,4679.0,1.051499558,220593.0,47.1453302,2.6351,32.0028,392.3288590299783,NWOYA,0.11754234895115913,0.5647428053371433,0.259,1,False,0.21672486998442153,0.259,False,False
OYAM,Oyam,"453,700",453700.0,OYAM,OYAM,OYAM,OYAM,OYAM,OYAM,Lango,Oyam District,153,178,331,33675,16059,49734,44327,16220,60547,13694,10086,23780,18910,17309,36219,151,177,337,33630,15985,49615,44177,15981,60158,18861,17272,36133,13636,10030,23666,169909,160,177,337,33497,15921,49418,44124,15889,60013,18758,17183,35941,13569,9999,23568,4745,8800,13545,110759,59852,170611,19063,17487,36550,383644.0,477464.0,2196.0,1.022118437,477464.0,217.424408,2.2776,32.4467,355.85719551631115,OYAM,0.16893306571075228,1.1024193088769723,0.145,1,False,0.4391541770317955,0.143,False,False
KOBOKO,Koboko,"258,000",258000.0,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,West Nile,Koboko District,17,14,31,11685,6376,18061,12965,4618,17583,5660,4450,10110,6702,6468,13170,15,13,28,11659,6362,18021,12958,4615,17573,6690,6451,13141,5651,4453,10104,58867,15,13,28,11548,6305,17853,13169,4576,17745,6644,6392,13036,5633,4421,10054,891,2030,2921,37029,21926,58955,6719,6482,13201,206495.0,271781.0,739.0,1.027852876,271781.0,367.7686062,3.5237,31.0335,216.59718670547244,KOBOKO,0.1177512421685466,0.6536172319887817,0.281,3,False,-0.47955519858261525,0.269,False,False
KIBUKU,Kibuku,"250,600",250600.0,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,Bukedi,Kibuku District,22,29,51,37674,18860,56534,45119,9045,54164,23885,20039,43924,48494,44504,92998,22,29,50,37674,18858,56532,45104,9033,54137,48494,44498,92992,23882,20038,43920,247631,21,29,50,37423,18725,56148,44843,8982,53825,48228,44345,92573,23761,19956,43717,3327,7964,11291,155194,92477,247671,48516,44533,93049,202033.0,249441.0,484.0,1.021302871,249441.0,515.3739669,1.0453,33.7993,992.7437750810813,KIBUKU,0.6688339471390657,0.6250225372082235,0.236,1,False,0.23761775497368878,0.256,False,False
KWANIA,Kwania,"216,600",216600.0,APAC,APAC,APAC,KWANIA,KWANIA,KWANIA,Lango,Kwania District,13,14,27,13037,5904,18941,16582,6142,22724,4231,2903,7134,5686,4826,10512,13,14,27,13034,5905,18939,16358,6128,22486,5680,4819,10499,4232,2900,7132,59083,13,14,27,12994,5877,18871,16262,6119,22381,5645,4807,10452,4206,2890,7096,855,1651,2506,39549,19789,59338,5699,4840,10539,183304.0,216125.0,1223.0,1.016607493,216125.0,176.7170891,1.9033,32.7633,273.3742047426258,KWANIA,0.0043959736232774445,0.8228851485138579,0.185,1,False,0.3684710567194543,0.193,False,False
NABILATUK,Nabilatuk,"89,700",89700.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NABILATUK,NABILATUK,NABILATUK,Karamoja,Nabilatuk District,32,19,51,3992,2314,6306,5564,1852,7416,3158,2487,5645,9609,8285,17894,32,19,51,3992,2314,6306,5564,1842,7406,9603,8284,17887,3158,2485,5643,37293,32,19,51,3968,2288,6256,5538,1831,7369,9505,8185,17690,3099,2431,5530,244,714,958,22355,14957,37312,9641,8304,17945,68409.0,136785.0,1561.0,1.071747609,136785.0,87.62652146,2.091,34.5971,272.63954380962826,NABILATUK,0.005361095583603323,1.2553243969512464,0.107,1,False,0.6242655427767217,0.11,False,False
BUGWERI,Bugweri,"191,600",191600.0,IGANGA,IGANGA,IGANGA,BUGWERI,BUGWERI,BUGWERI,Busoga,Bugweri District,8,7,15,13580,8336,21916,21087,9032,30119,8158,6720,14878,10405,9106,19511,8,7,16,13500,8305,21805,20840,8896,29736,10364,9056,19420,8153,6711,14864,85841,10,6,16,13388,8235,21623,20545,8736,29281,10290,8964,19254,8091,6643,14734,1315,2909,4224,53238,33201,86439,10413,9113,19526,164886.0,211511.0,302.0,1.025214919,211511.0,700.3675497,0.6116,33.5952,405.84650443712144,BUGWERI,0.044428694325507355,0.17533028132182546,0.392,1,False,0.07690622449058686,0.375,False,False
