dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
MADI OKOLLO,Madi Okollo,"164,200",164200.0,ARUA,ARUA,ARUA,ARUA,MADI OKOLLO,MADI-OKOLLO,West Nile,Madi-Okollo District,19,22,41,27750,19415,47165,27913,10216,38129,16191,12844,29035,18405,18467,36872,17,20,37,27076,18939,46015,26959,9850,36809,18094,17974,36068,15924,12708,28632,147561,17,20,37,26694,18621,45315,26799,9811,36610,18019,17906,35925,15749,12583,28332,863,2801,3664,90278,60964,151242,18424,18489,36913,140188.0,178051.0,2048.0,1.024196666,161812.097,79.00981301,2.8218,31.2168,911.9281112832991,MADI-OKOLLO,2.497213806590546,4.73969905880075,0.001,1,True,1.7302401442860387,0.002,True,False
KARENGA,Karenga,"68,500",68500.0,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,1,1,2,5208,3032,8240,7388,3079,10467,2470,1839,4309,4977,5003,9980,1,1,2,4442,2547,6989,6037,2680,8717,4443,4310,8753,2188,1665,3853,28314,1,1,2,5006,2894,7900,7083,2991,10074,4764,4776,9540,2340,1733,4073,205,729,934,20044,12954,32998,4978,5004,9982,51233.0,100375.0,25702.0,1.069565971,76699.97985,2.98420278,3.5691,33.6931,369.1526393536595,KARENGA,-0.04806644146602146,-1.1258097643379361,0.102,2,False,0.6457692919308721,0.094,False,False
NAMISINDWA,Namisindwa,"231,500",231500.0,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,2,0,2,4940,2859,7799,10853,5721,16574,2522,1754,4276,3770,3367,7137,0,0,0,4294,2520,6814,8906,5015,13921,3257,2894,6151,2163,1578,3741,30627,0,0,0,3979,2382,6361,8414,4670,13084,3105,2780,5885,2016,1470,3486,456,517,973,22087,13701,35788,3772,3367,7139,204281.0,257346.0,298.0,1.023361195,234639.7804,787.3818133,0.9054,34.3754,130.52773893578023,NAMISINDWA,0.4026683983282374,0.965388392472952,0.124,3,False,-0.5430296315026254,0.135,False,False
BULAMBULI,Bulambuli,"230,600",230600.0,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,5,2,7,5887,3962,9849,10857,5951,16808,3100,2489,5589,3684,3541,7225,3,2,5,5241,3526,8767,9540,5299,14839,3273,3224,6497,2836,2253,5089,35197,3,2,5,5199,3561,8760,9317,5185,14502,3179,3189,6368,2799,2252,5051,329,700,1029,23533,15945,39478,3689,3543,7232,174513.0,235391.0,695.0,1.030377121,208835.8364,300.4832179,1.4815,34.2866,168.53908125511737,BULAMBULI,0.28848015442981023,1.0357776643256562,0.114,3,False,-0.45408188724267723,0.117,False,False
NGORA,Ngora,"165,800",165800.0,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,7,14,21,18068,9328,27396,23049,8046,31095,8820,6363,15183,8655,7441,16096,5,7,12,17897,9294,27191,22837,7747,30584,8369,7286,15655,8684,6239,14923,88365,4,6,10,16765,8531,25296,21182,7318,28500,7861,6853,14714,8136,5777,13913,1521,3020,4541,58599,31192,89791,8662,7455,16117,141919.0,213777.0,640.0,1.041818448,181464.9711,283.5390173,1.4908,33.7518,486.953484544985,NGORA,0.004465413548889749,0.06283781114377125,0.426,1,False,0.019131571609755284,0.408,False,False
KAPELEBYONG,Kapelebyong,"103,800",103800.0,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,31,20,51,15259,7072,22331,14844,5052,19896,7750,5446,13196,7228,7059,14287,30,19,49,15120,7050,22170,14650,5020,19670,7112,6592,13704,7750,5443,13193,68786,30,19,49,14809,6908,21717,14359,4922,19281,7025,6482,13507,7618,5366,12984,495,1086,1581,45112,24649,69761,7259,7079,14338,87580.0,143536.0,1203.0,1.050644012,117798.1527,97.92032643,2.211,33.7518,583.9310585385775,KAPELEBYONG,0.15186906441493098,0.7291392245541884,0.183,1,False,0.288424236118826,0.189,False,False
MOYO,Moyo,"109,500",109500.0,MOYO,MOYO,MOYO,MOYO,MOYO,MOYO,West Nile,Moyo District,23,28,51,25142,19355,44497,21941,10320,32261,16269,13859,30128,16592,16581,33173,23,25,48,24192,18815,43007,19710,9666,29376,16132,16065,32197,15860,13543,29403,134031,23,33,56,23904,18650,42554,19465,9576,29041,15923,15848,31771,15682,13376,29058,355,844,1199,79967,60143,140110,16615,16609,33224,95951.0,109572.0,1072.0,1.013362919,103905.7438,96.92699978,3.636,31.7651,1289.9286901596677,MOYO,8.422489863658454,6.062124805294359,0.001,1,True,3.423464341086969,0.001,True,False
NTOROKO,Ntoroko,"76,000",76000.0,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,Tooro,Ntoroko District,11,0,11,970,665,1635,1349,918,2267,574,443,1017,512,548,1060,11,0,11,946,656,1602,1336,892,2228,502,536,1038,567,441,1008,5887,11,0,11,944,657,1601,1317,875,2192,498,534,1032,564,440,1004,50,85,135,3416,2574,5990,523,548,1071,67005.0,114858.0,1236.0,1.055371602,92584.78757,74.90678606,1.0125,30.3897,63.58495984612,NTOROKO,0.387636934785501,0.8288293452624396,0.18,3,False,-0.42049494820450983,0.181,False,False
BUNDIBUGYO,Bundibugyo,"263,800",263800.0,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,16,27,43,12840,7801,20641,24092,12405,36497,8566,6676,15242,10019,8935,18954,16,25,41,12599,7696,20295,23560,12274,35834,9830,8760,18590,8385,6536,14921,89681,16,24,40,12633,7702,20335,23855,12372,36227,9927,8795,18722,8436,6573,15009,593,1234,1827,55533,35844,91377,10035,8962,18997,224387.0,264778.0,850.0,1.016689692,247815.3567,291.5474784,0.6852,0.0,361.8863705390377,BUNDIBUGYO,0.07335508093884285,1.5500899867812559,0.013,3,True,-0.7731456027936454,0.014,False,True
KIRYANDONGO,Kiryandongo,"313,800",313800.0,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,Bunyoro,Kiryandongo District,26,19,45,24250,18814,43064,145500,11664,157164,12379,10244,22623,16794,16040,32834,25,19,44,23580,18192,41772,22412,10973,33385,16433,15695,32128,12114,10052,22166,129495,23,16,39,22863,17114,39977,21632,10712,32344,15787,15026,30813,12006,9619,21625,1524,3148,4672,198949,56781,255730,16820,16059,32879,266197.0,364872.0,3582.0,1.032033365,321636.6907,89.79248763,2.018,32.0837,402.6126488186754,KIRYANDONGO,0.008442821442755327,1.0116441036055976,0.125,1,False,0.4124619958752675,0.135,False,False
MITYANA,Mityana,"362,500",362500.0,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,North Central,Mityana District,30,32,62,17133,14769,31902,28011,19051,47062,10228,9344,19572,10649,10329,20978,26,24,50,15935,13591,29526,25997,17539,43536,11293,9680,20973,9415,8678,18093,112178,31,24,55,16473,13899,30372,26627,17819,44446,10220,9801,20021,9761,8877,18638,484,2055,2539,66051,53525,119576,10679,10361,21040,328964.0,407386.0,1525.0,1.021611499,373992.6004,245.2410495,0.4016,32.044,299.94711093219803,MITYANA,0.011692501546405346,0.09034071131851208,0.483,3,False,-0.04523468283967001,0.495,False,False
KYOTERA,Kyotera,"261,000",261000.0,RAKAI,RAKAI,KYOTERA,KYOTERA,KYOTERA,KYOTERA,South Central,Kyotera District,21,13,34,18502,15969,34471,22928,14833,37761,10932,9804,20736,8884,8559,17443,21,13,34,18502,15969,34471,22928,14833,37761,8884,8559,17443,10932,9804,20736,110445,21,13,34,18502,15969,34471,22928,14833,37761,8884,8559,17443,10932,9804,20736,340,1042,1382,61267,49178,110445,8905,8572,17477,239563.0,275917.0,1723.0,1.014228644,260756.3978,151.3385942,0.6359,31.5456,423.55624226988766,KYOTERA,-0.04167513470641237,-1.1706119968315716,0.078,4,False,-0.5213720355046169,0.069,False,False
GOMBA,Gomba,"173,800",173800.0,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,South Central,Gomba District,0,1,1,5817,5033,10850,7317,5187,12504,3583,3194,6777,2782,2614,5396,0,1,1,5437,4691,10128,6793,4800,11593,2513,2364,4877,3303,2983,6286,32885,0,1,1,5377,4696,10073,6685,4676,11361,2535,2366,4901,3275,2957,6232,93,471,564,19499,16029,35528,2782,2615,5397,159922.0,19912.0,1670.0,0.811933886,45817.58721,27.43568096,0.223,31.6739,717.7374890841617,GOMBA,-0.20956906320540375,-0.5853470476912916,0.304,4,False,-0.2232788565530909,0.315,False,False
RAKAI,Rakai,"317,700",317700.0,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,4,1,5,20593,15703,36296,22016,12983,34999,10916,9323,20239,8376,7930,16306,4,1,5,20427,15643,36070,21748,12892,34640,8281,7854,16135,10838,9277,20115,106965,4,1,5,20166,15454,35620,21579,12761,34340,8238,7795,16033,10711,9181,19892,360,853,1213,61905,45940,107845,8380,7931,16311,276746.0,346885.0,1528.0,1.02284639,316915.772,207.4056099,0.7083,31.3542,337.51870197233353,RAKAI,0.07160406511072856,0.8588136016837782,0.164,3,False,-0.4377562430052009,0.171,False,False
BUSHENYI,Bushenyi,"248,300",248300.0,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,0,2,2,4317,3932,8249,5546,4119,9665,1788,1573,3361,1247,1294,2541,0,2,2,4216,3822,8038,5008,3657,8665,1199,1246,2445,1735,1508,3243,22393,0,2,2,3973,3591,7564,4682,3399,8081,1121,1118,2239,1626,1412,3038,54,190,244,12898,10920,23818,1247,1296,2543,234443.0,283392.0,845.0,1.019142779,262692.3706,310.8785451,0.4875,30.1127,85.24419627739276,BUSHENYI,0.738004658456776,1.942003069655531,0.004,3,True,-0.8484097758398664,0.002,False,True
ISINGIRO,Isingiro,"596,400",596400.0,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,71,57,128,34111,27631,61742,49805,33824,83629,18921,16470,35391,20879,19005,39884,80,55,135,33697,27397,61094,48593,32853,81446,20703,18726,39429,18801,16354,35155,217259,59,39,98,31627,25892,57519,46181,30102,76283,19640,17788,37428,17769,15450,33219,421,1695,2116,123787,96987,220774,20950,19062,40012,486360.0,635077.0,2536.0,1.027038806,570793.4366,225.0762763,0.8435,30.8039,380.62631079665084,ISINGIRO,0.03203682188087049,1.7426993144597838,0.008,3,True,-0.7658862989084607,0.009,False,True
RWAMPARA,Rwampara,"144,600",144600.0,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,10,2,12,778,592,1370,2522,1661,4183,303,267,570,351,345,696,0,0,0,584,490,1074,1936,1355,3291,208,221,429,228,180,408,5202,0,0,0,552,466,1018,1813,1283,3096,182,204,386,219,167,386,2,15,17,3964,2867,6831,361,347,708,127725.0,162967.0,542.0,1.024666118,147832.5836,272.7538444,0.7476,30.482,35.18845354198355,RWAMPARA,0.7690245298108122,1.5254070424325124,0.015,3,True,-0.7637126587037552,0.014,False,True
HOIMA,Hoima,"374,500",374500.0,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,2,1,3,7069,4392,11461,7814,3916,11730,4507,3607,8114,5648,5214,10862,2,1,3,6892,4296,11188,7508,3655,11163,5476,5021,10497,4426,3548,7974,40825,2,1,3,6825,4274,11099,7515,3656,11171,5434,5016,10450,117379,3520,120899,515,1286,1801,25040,17130,42170,5650,5215,10865,205432.0,257544.0,1341.0,1.022865037,235276.2555,175.4483636,1.6343,31.171,173.5194225751353,HOIMA,0.0970116950490267,0.28489879826726416,0.439,3,False,-0.15914376841082845,0.448,False,False
KALAKI,Kalaki,"138,700",138700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,6,5,11,5715,2650,8365,5622,2475,8097,3237,2697,5934,2632,2457,5089,6,5,11,5705,2650,8355,5622,2485,8107,2632,2457,5089,3237,2697,5934,27496,5,5,10,5558,2573,8131,5405,2392,7797,2524,2350,4874,3129,2628,5757,318,518,836,17212,10284,27496,2638,2462,5100,109874.0,149736.0,658.0,1.031438004,132298.1315,201.0609902,0.0,0.0,207.83362310751912,KALAKI,0.09046845480916632,0.4050872019513253,0.378,3,False,-0.17428566453117383,0.391,False,False
OBONGI,Obongi,"49,100",49100.0,MOYO,MOYO,MOYO,MOYO,OBONGI,OBONGI,West Nile,Obongi District,15,23,38,27900,17780,45680,26519,9544,36063,14579,12838,27417,19878,19466,39344,6,10,16,22585,15203,37788,16026,5678,21704,15664,15268,30932,12771,11620,24391,114831,5,10,15,21970,14854,36824,15354,5433,20787,15276,14933,30209,12415,11291,23706,409,917,1326,88891,59651,148542,19893,19489,39382,43061.0,142983.0,837.0,1.127509032,88471.6827,105.7009351,3.4335,31.5827,1297.940725162674,OBONGI,7.2954408483576465,6.03293215401963,0.001,1,True,2.9432636701935024,0.001,True,False
KAZO,Kazo,"217,600",217600.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,2,1,3,8566,6756,15322,11623,7364,18987,4323,3798,8121,3054,2561,5615,2,1,3,7943,6396,14339,10106,6620,16726,2851,2375,5226,4090,3612,7702,43996,4,1,5,7617,6036,13653,9746,6234,15980,2767,2288,5055,3932,3452,7384,138,341,479,27568,20480,48048,3056,2562,5618,177054.0,208898.0,1558.0,1.016676661,195525.2574,125.4975978,0.3576,32.5571,225.01440778054695,KAZO,0.07609502087568062,0.3368263335785922,0.411,3,False,-0.16127944923805698,0.409,False,False
ARUA,Terego,"233,700",233700.0,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,19,16,35,51247,31804,83051,56925,18635,75560,31344,24376,55720,36190,34894,71084,18,13,31,42149,26099,68248,45395,15017,60412,29788,28387,58175,25877,19063,44940,231806,17,15,32,46589,28860,75449,49620,16243,65863,40008,31893,71901,28828,21631,50459,1567,4516,6083,175725,109725,285450,36209,34910,71119,199303.0,323253.0,1200.0,1.049549371,266398.0692,221.998391,3.171,31.1252,870.1489492627298,TEREGO,-0.4216577048545695,-0.30751571922037796,0.453,4,False,-0.3054195877746194,0.437,False,False
ARUA,Arua,"517,300",517300.0,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,6,3,9,9532,5004,14536,8429,3784,12213,4701,3551,8252,4025,3898,7923,3,1,4,9509,4983,14492,8148,3663,11811,4004,3799,7803,4697,3546,8243,42353,3,1,4,8956,4755,13711,7582,3435,11017,4722,1846334,1851056,4493,3406,7899,319,565,884,26693,16240,42933,4031,3901,7932,133534.0,159722.0,800.0,1.018069175,148681.039,185.8512987,3.0018,30.9876,284.8581115982113,ARUA,-0.42165770485456955,-1.4229606831878303,0.068,2,False,1.3439558360558799,0.066,False,False
