dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
BUNYANGABU,Bunyangabu,"195,100",195100.0,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,11,3,14,4862,4506,9368,7114,5702,12816,2826,2353,5179,2473,2365,4838,14,2,16,4623,4361,8984,6027,5355,11382,2218,2112,4330,2475,2192,4667,29379,9,2,11,4504,4296,8800,5927,5275,11202,2175,2073,4248,2423,2150,4573,175,406,581,17286,14929,32215,2484,2368,4852,170247.0,219012.0,466.0,1.025507508,213564.5017,458.2929222,0.4871,30.2051,137.56499683299194,BUNYANGABU,0.2668072896315006,0.5817396200550993,0.29,3,False,-0.35091285930378796,0.294,False,False
IBANDA,Ibanda,"277,300",277300.0,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,42,35,77,20796,17367,38163,28952,19301,48253,8996,7469,16465,7434,6544,13978,35,30,65,19841,16552,36393,27474,18452,45926,7110,6283,13393,8630,7156,15786,111563,35,30,65,20103,16804,36907,27597,18621,46218,7253,6366,13619,8720,7426,16146,338,1097,1435,66220,50716,116936,7476,6579,14055,249625.0,309466.0,622.0,1.021721392,302886.8755,486.9563914,0.0966,30.4818,368.3322356435348,IBANDA,-0.04421313712814407,-1.400241505182518,0.044,4,True,-0.5076621695831548,0.051,False,False
WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,570,572,1142,48054,40393,88447,94413,62126,156539,31710,29779,61489,36336,33783,70119,327,327,654,36931,31960,68891,69081,46300,115381,25260,25465,50725,23194,21417,44611,280262,312,337,649,36931,32097,69028,69778,48856,118634,29224,23826,53050,23063,21477,44540,997,4618,5615,211083,166653,377736,36906,34355,71261,1997418.0,3411177.0,1884.0,1.054978307,3233409.614,1716.247141,0.063,32.4467,86.67692419374367,WAKISO,0.5611469833454186,1.6284101413530698,0.018,3,True,-0.5908503423669135,0.024,False,True
AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,15,10,25,18021,10214,28235,16716,6757,23473,7340,5927,13267,7572,7106,14678,15,10,25,17870,10137,28007,16512,6699,23211,7475,6963,14438,7292,5894,13186,78867,15,10,25,17665,9995,27660,16216,6601,22817,7353,6854,14207,7201,5823,13024,751,1747,2498,49664,30014,79678,7587,7116,14703,147166.0,188715.0,1163.0,1.025179454,184079.967,158.2802812,1.6054,32.8084,428.43879910082774,AMOLATAR,0.08788887118377592,0.7441043914498835,0.187,1,False,0.28462133022514685,0.177,False,False
LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,50,39,89,52848,42246,95094,32350,11119,43469,21740,20173,41913,21861,21814,43675,46,34,80,44066,33670,77736,27312,9488,36800,19069,18986,38055,18293,16894,35187,187858,46,36,82,51982,51674,103656,31796,10902,42698,21566,21466,43032,21470,19963,41433,1006,2190,3196,128849,95391,224240,21911,21853,43764,134371.0,213156.0,5588.0,1.047223071,203544.0261,36.42520152,3.491,32.808,922.9354631499058,LAMWO,3.064606589934024,2.9783399172975686,0.021,1,True,1.4617597009515946,0.017,True,False
KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,30,40,70,5591,3956,9547,11205,5591,16796,2738,2383,5121,8892,8014,16906,30,39,69,5572,3942,9514,11111,5517,16628,8876,8086,16962,2733,2381,5114,48287,30,39,69,5560,3929,9489,11085,5507,16592,8844,8075,16919,2727,2376,5103,183,910,1093,28456,19984,48440,8922,8054,16976,116646.0,264631.0,4751.0,1.085368184,243816.8023,51.31904912,3.5696,34.242,198.04623612685285,KAABONG,-0.04025793532973001,-0.16391877262650914,0.348,2,False,0.06935704380455571,0.373,False,False
IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,36,44,80,41812,26847,68659,67953,32943,100896,22133,17639,39772,30012,27245,57257,34,43,77,40688,25949,66637,65124,31326,96450,29284,26608,55892,21356,16985,38341,257397,34,43,77,39608,25314,64922,63161,30468,93629,28344,25719,54063,20533,16405,36938,2447,6966,9413,161946,104718,266664,30048,27289,57337,339311.0,426958.0,633.0,1.023242857,417259.6926,659.1780294,0.7236,33.4832,616.8748253542666,IGANGA,0.3142417403062605,0.72136929060158,0.201,1,False,0.31832071275253565,0.177,False,False
NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,68,43,111,22387,13894,36281,36438,18179,54617,12545,10416,22961,19234,17713,36947,68,44,112,22322,13860,36182,36290,18125,54415,19212,17701,36913,12531,10406,22937,150559,68,43,111,22228,13828,36056,36236,18049,54285,19164,17672,36836,12504,10375,22879,2710,5395,8105,90672,60245,150917,19302,17756,37058,215443.0,266716.0,587.0,1.021578321,261082.2827,444.7739058,0.3426,33.8411,576.6726046784331,NAMAYINGO,0.03178293165594822,0.11169139505788979,0.369,1,False,0.04327329897628894,0.393,False,False
RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,4,2,6,8202,7639,15841,10948,8135,19083,3245,2999,6244,2984,2797,5781,2,2,4,8139,7582,15721,10843,8057,18900,2931,2747,5678,3191,2969,6160,46463,2,2,4,7925,7497,15422,10678,7932,18610,2896,2720,5616,3172,2925,6097,180,498,678,25383,21572,46955,2988,2799,5787,314694.0,376110.0,1381.0,1.017987961,369464.0944,267.5337396,0.7518,29.9278,125.75782249004384,RUKUNGIRI,0.7485332241714844,2.5282001601493365,0.001,3,True,-0.9225373557070504,0.001,False,True
PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,84,82,166,21415,10882,32297,18352,6315,24667,10424,8672,19096,13882,12883,26765,84,82,166,21268,10759,32027,18014,5573,23587,13756,12762,26518,10353,8628,18981,101279,84,82,166,20955,10607,31562,17813,5984,23797,13612,12628,26240,10217,8507,18724,1060,1756,2816,64157,38834,102991,13966,12965,26931,158037.0,206961.0,877.0,1.027337104,201453.8355,229.7079082,2.4738,31.3999,502.74049014073006,PAKWACH,0.4500803541322307,1.744537166953586,0.06,1,False,0.7696561852246254,0.056,False,False
RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,1,0,1,226,347,573,755,1573,2328,87,61,148,75,78,153,1,0,1,210,344,554,725,1555,2280,69,71,140,69,57,126,3101,1,0,1,206,342,548,721,1550,2271,69,70,139,68,56,124,1,16,17,1144,2059,3203,76,78,154,196896.0,249454.0,660.0,1.023942002,243621.2204,369.1230612,1.1517,29.8352,12.728776232663515,RUBANDA,1.2020156828207826,2.2314895148409843,0.001,3,True,-0.9835353426610252,0.001,False,True
LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,18,14,32,28573,14764,43337,42913,15061,57974,16766,12039,28805,23895,19962,43857,15,11,26,28505,14704,43209,42793,14965,57758,23824,19876,43700,16743,12020,28763,173456,15,11,26,28306,14608,42914,42763,14822,57585,23596,19661,43257,16584,11891,28475,2887,6783,9670,112165,61840,174005,23913,19976,43889,238020.0,298639.0,650.0,1.02294741,291939.7391,449.1380601,0.7251,33.3037,594.1500137485051,LUUKA,0.22712077499418284,0.6154713139342268,0.218,1,False,0.25186422937106195,0.198,False,False
KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,8,13,21,16692,7598,24290,17127,5584,22711,6570,4516,11086,8024,7011,15035,8,13,21,16690,7598,24288,17125,5583,22708,8021,7007,15028,6479,4494,10973,73018,8,13,21,16516,7525,24041,16966,5525,22491,7947,6932,14879,6407,4452,10859,2695,5029,7724,48421,24722,73143,8032,7024,15056,239327.0,294301.0,1073.0,1.020892478,288278.1549,268.6655684,2.3031,0.0,253.29009069497133,KOLE,-0.04135269890198077,-0.2512617663405203,0.327,2,False,0.11821724888034128,0.324,False,False
KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,114,77,191,13418,7438,20856,27528,13172,40700,8465,6712,15177,18274,16272,34546,114,77,191,13405,7438,20843,27401,13172,40573,18264,16272,34536,8465,6704,15169,111312,102,61,163,13166,7340,20506,26699,12828,39527,17898,15690,33588,8301,6593,14894,3614,7166,10780,67799,43671,111470,18388,16349,34737,286397.0,236199.0,779.0,0.980914059,240794.7953,309.1075678,0.8927,33.5028,462.2691277912351,KALIRO,0.2189102511474284,1.2363182675400772,0.104,1,False,0.50367672050973,0.092,False,False
OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,21,28,49,25247,12919,38166,25774,6379,32153,11501,8754,20255,15868,13988,29856,21,27,48,24983,12726,37709,25224,6306,31530,15741,13849,29590,11451,8698,20149,119026,21,27,48,24734,12657,37391,24942,6254,31196,15613,13746,29359,11329,8588,19917,1256,2502,3758,78411,42068,120479,15889,14016,29905,142875.0,207339.0,1483.0,1.037940541,199759.9975,134.6999309,2.7152,32.492,595.8450214738314,OMORO,0.707968258248683,1.8812665109893094,0.055,1,False,0.7653824679415061,0.052,False,False
RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,0,1,1,1117,1145,2262,1386,1040,2426,469,421,890,477,352,829,0,1,1,1117,1150,2267,1373,1045,2418,476,352,828,469,421,890,6404,0,1,1,1109,1133,2242,1361,1020,2381,472,348,820,467,415,882,2,38,40,3449,2959,6408,477,353,830,100726.0,132355.0,426.0,1.027684666,128789.5056,302.322783,1.1326,30.0434,49.72454836413317,RUKIGA,1.1220957299059031,2.047969355229976,0.001,3,True,-1.0304089992825118,0.001,False,True
AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,50,27,77,25177,13507,38684,23821,8724,32545,10643,8214,18857,14494,14057,28551,50,27,77,24979,13442,38421,23307,8657,31964,14378,13926,28304,10554,8164,18718,117484,50,27,77,24599,13253,37852,23001,8556,31557,14103,13619,27722,10381,8012,18393,814,1408,2222,74185,44529,118714,14544,14084,28628,186696.0,247574.0,3619.0,1.028624826,240684.4494,66.50578873,3.1042,32.0837,488.1245975503393,AMURU,1.0331500219703025,5.086533116420198,0.001,1,True,1.9396640744744469,0.001,True,False
KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,36,17,53,37140,22754,59894,35639,12699,48338,15711,12728,28439,20430,19422,39852,33,15,48,37073,22730,59803,35455,12470,47925,20358,19361,39719,15688,12706,28394,175889,30,13,43,36593,22457,59050,34975,12325,47300,20146,19178,39324,15506,12562,28068,1362,2638,4000,108956,67620,176576,20466,19439,39905,204048.0,239655.0,4391.0,1.016214565,235831.1013,53.7078345,3.3397,33.1689,745.8261401080096,KITGUM,1.9660711426926198,3.0397942362135426,0.017,1,True,1.3359954130759741,0.008,True,False
KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,35,12,47,11215,9274,20489,13471,9593,23064,4751,4069,8820,4555,3931,8486,35,12,47,11007,9121,20128,13128,9372,22500,4469,3843,8312,4676,4005,8681,59668,35,12,47,10590,8819,19409,12770,9230,22000,4287,3679,7966,4542,3915,8457,217,493,710,34027,26879,60906,4590,3943,8533,252144.0,310062.0,1275.0,1.020892447,303716.6168,238.2091112,0.8195,0.0,196.45945167133178,KANUNGU,0.594494155586262,1.8395970559804107,0.001,3,True,-1.0768730183110027,0.002,False,True
ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,13,12,25,15455,9598,25053,18260,8233,26493,7412,6262,13674,11811,11164,22975,13,12,25,15360,9534,24894,18061,8143,26204,11717,11068,22785,7376,6236,13612,87520,13,12,25,15238,9469,24707,18008,8121,26129,11661,11010,22671,7343,6210,13553,445,852,1297,52951,35269,88220,11824,11176,23000,240081.0,312621.0,939.0,1.02675313,304475.3317,324.2548794,2.4882,30.8499,287.4452899397236,ZOMBO,-0.2826460665957724,-2.0117890542615733,0.04,2,True,1.3129099858089823,0.045,True,False
JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,24,18,42,14149,8822,22971,25347,12119,37466,9202,7227,16429,12636,10268,22904,9,6,15,13544,8459,22003,24058,11740,35798,12082,9918,22000,8863,6989,15852,95668,9,6,15,12781,7960,20741,22817,11300,34117,11258,9226,20484,8310,6570,14880,753,1680,2433,61358,38454,99812,12660,10286,22946,224168.0,280905.0,499.0,1.022818525,274638.1622,550.3770786,0.5349,33.2139,348.3419756149242,JINJA,0.0009774897914583709,0.18964486180811355,0.36,1,False,0.07932017396991037,0.351,False,False
YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,26,22,48,63719,41001,104720,60743,22221,82964,33137,26673,59810,44210,42013,86223,24,20,44,62641,40480,103121,58607,21666,80273,43448,41244,84692,32810,26259,59069,327199,24,20,44,62585,40413,102998,58553,21630,80183,43423,41204,84627,32789,26235,59024,1657,3624,5281,201835,131930,333765,44236,42035,86271,484822.0,945100.0,2323.0,1.069029142,884073.1863,380.5739071,3.4698,31.2483,370.1039745016866,YUMBE,0.12148786684000508,2.9682384479491475,0.018,1,True,1.298688571984184,0.01,True,False
BUYENDE,Buyende,"414,600",414600.0,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,32,29,61,12856,7062,19918,21736,8763,30499,9006,7503,16509,15822,14080,29902,32,29,61,12852,7056,19908,21718,8754,30472,15817,14073,29890,9000,7477,16477,96808,32,29,61,12402,6746,19148,21041,8504,29545,15307,13667,28974,8667,7075,15742,4193,8233,12426,59452,37437,96889,15854,14109,29963,323067.0,403486.0,1379.0,1.022477093,394616.1755,286.1611135,1.2414,33.1239,245.3219254819928,BUYENDE,-0.07565878625046062,-0.499284515531729,0.261,2,False,0.20053703481425944,0.238,False,False
KISORO,Kisoro,"315,400",315400.0,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,2,0,2,2066,2205,4271,3650,3423,7073,953,920,1873,1126,1029,2155,1,0,1,1964,2168,4132,3448,3338,6786,1100,996,2096,938,901,1839,14854,1,0,1,1950,2146,4096,3393,3310,6703,1089,981,2070,926,896,1822,7,67,74,7797,7577,15374,1128,1029,2157,281705.0,433662.0,690.0,1.044084579,415351.4081,601.9585624,1.1539,29.6499,35.76248860681303,KISORO,1.0369003787526223,1.270237141202015,0.032,3,True,-0.9109467101333147,0.035,False,True
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,30,32,62,5077,3297,8374,8025,7843,15868,3560,2892,6452,11757,10801,22558,13,14,27,4877,3228,8105,7335,7585,14920,11411,10422,21833,3486,2827,6313,51198,13,13,26,4789,3152,7941,7216,7499,14715,11334,10331,21665,3440,2793,6233,244,698,942,28449,24865,53314,11787,10833,22620,88281.0,111681.0,2641.0,1.023790759,109085.7669,41.30472051,1.7013,34.5971,469.33712302663383,NAKAPIRIPIRIT,-0.09491274070509975,-0.557868294444779,0.309,4,False,-0.20121147396440628,0.31,False,False
GULU,Gulu,"325,600",325600.0,GULU,GULU,GULU,GULU,GULU,GULU,Acholi,Gulu District,50,45,95,21110,11053,32163,18658,7691,26349,9492,6989,16481,11116,10004,21120,49,44,93,20517,10736,31253,18013,7050,25063,10905,9715,20620,9274,6844,16118,93147,49,46,95,20151,10477,30628,17640,6950,24590,10750,9880,20630,9070,6706,15776,873,1636,2509,60426,35782,96208,11166,10049,21215,108428.0,135373.0,1721.0,1.022442893,132401.5267,76.93290335,2.955,32.4467,703.5190780772168,GULU,1.9878042811529448,3.04539927092854,0.019,1,True,1.5049840485962482,0.013,True,False
BUKOMANSIMBI,Bukomansimbi,"156,600",156600.0,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,82,4,86,6322,5622,11944,6530,3537,10067,3931,3703,7634,3695,3644,7339,7,4,11,6241,5570,11811,6467,3505,9972,3652,3611,7263,3871,3625,7496,36553,7,4,11,6113,5350,11463,6324,3377,9701,3641,3517,7158,3824,3564,7388,211,639,850,20560,16510,37070,3777,3648,7425,151413.0,197568.0,600.0,1.026964294,192380.5932,320.634322,0.1433,31.6055,190.00357256409583,BUKOMANSIMBI,-0.1284545560732485,-0.4996961948556977,0.256,2,False,0.2178716690710719,0.235,False,False
DOKOLO,Dokolo,"215,500",215500.0,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,17,5,22,29890,15030,44920,28586,7923,36509,11598,8353,19951,14074,12538,26612,16,5,21,29430,14824,44254,28157,7824,35981,13862,12237,26099,11416,8225,19641,125996,16,5,21,29366,14703,44069,28043,7778,35821,13763,12209,25972,11338,8146,19484,1757,3430,5187,84165,43849,128014,14091,12543,26634,183093.0,215625.0,1004.0,1.016489126,212127.2077,211.2820794,1.9131,33.1717,593.9643545310289,DOKOLO,0.2848209228885099,0.755060068201875,0.199,1,False,0.3143166878479976,0.164,False,False
KWEEN,Kween,"109,500",109500.0,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0,0,0,2108,1969,4077,5328,3871,9199,893,804,1697,875,774,1649,0,0,0,2034,1938,3972,5004,3812,8816,820,725,1545,844,786,1630,15963,0,0,0,1918,1851,3769,4753,3669,8422,747,671,1418,771,725,1496,50,119,169,9204,7418,16622,875,774,1649,93667.0,129277.0,851.0,1.032745867,125177.9399,147.0951115,1.4126,34.5528,127.52246931649655,KWEEN,0.264814159954249,0.9029099502978549,0.183,3,False,-0.3328702683860203,0.157,False,False
SERERE,Serere,"359,500",359500.0,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,42,3106,3148,31178,16526,47704,26898,7753,34651,12831,10090,22921,11560,10674,22234,42,26,68,31003,16628,47631,26871,7747,34618,11534,10667,22201,12926,10084,23010,127528,42,25,67,29695,15804,45499,25813,7435,33248,11076,10259,21335,12137,9638,21775,1364,2883,4247,82509,48149,130658,11602,13780,25382,285903.0,358123.0,1495.0,1.022777935,350147.3661,234.212285,1.4994,33.549,364.21236412664825,SERERE,0.01013253023954272,0.3303344421685571,0.316,1,False,0.14204967935370022,0.278,False,False
AMURIA,Amuria,"225,000",225000.0,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,40,20,60,25010,13545,38555,26440,8430,34870,10901,8090,18991,11162,10352,21514,40,19,59,24989,13542,38531,26438,8430,34868,11161,10354,21515,10889,8079,18968,113941,40,19,59,24740,13403,38143,26381,8417,34798,11110,10297,21407,10820,7948,18768,977,2113,3090,73553,40437,113990,11202,10372,21574,183348.0,251653.0,1383.0,1.032173235,243808.8795,176.2898623,2.0302,33.6428,467.3373678336436,AMURIA,0.13782396076632325,0.6968244910390189,0.199,1,False,0.3054151943477704,0.167,False,False
ADJUMANI,Adjumani,"235,900",235900.0,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,West Nile,Adjumani District,20,16,36,54336,42042,96378,48505,22245,70750,29568,24849,54417,29881,29245,59126,70,15,85,53366,41269,94635,46975,21469,68444,29251,28523,57774,28749,24483,53232,274170,126,15,141,53194,41229,94423,47130,21390,68520,29239,28460,57699,28619,24463,53082,1271,3501,4772,162310,118397,280707,29901,29261,59162,107966.0,144084.0,2301.0,1.029278437,139985.445,60.83678617,3.2549,31.7195,1958.5607632279198,ADJUMANI,9.123230225710635,3.7967334841049243,0.003,1,True,1.8255967236977355,0.004,True,False
KYEGEGWA,Kyegegwa,"441,000",441000.0,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,1086,867,1953,21742,16394,38136,30951,17941,48892,14908,12082,26990,15711,14324,30035,967,781,1748,17218,13339,30557,23964,14689,38653,12731,11495,24226,11968,9867,21835,117019,1042,834,1876,20860,15576,36436,27915,16317,44232,14987,13716,28703,13926,11324,25250,915,2937,3852,84398,61608,146006,16797,15191,31988,281637.0,501120.0,1882.0,1.059315197,473060.3332,251.3604321,0.4818,31.055,247.36591040814835,KYEGEGWA,0.14567466943221477,1.0199157432508312,0.14,3,False,-0.40231671430634947,0.127,False,False
KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,226,153,379,15533,11880,27413,22678,15001,37679,7734,6489,14223,8585,8019,16604,154,67,221,14411,11048,25459,19077,12471,31548,7912,7331,15243,7176,5934,13110,85581,149,67,216,14265,10940,25205,18678,12535,31213,7693,7229,14922,7173,5899,13072,542,1372,1914,54756,41542,96298,8811,8172,16983,422204.0,543998.0,2352.0,1.025669629,530383.2584,225.5030861,0.6093,30.6401,161.35690304058812,KYENJOJO,0.3560715866558933,1.192337136599391,0.079,3,False,-0.5251426461364146,0.077,False,False
KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,41,20,61,31228,26997,58225,42996,28745,71741,13951,11650,25601,12764,12387,25151,28,18,46,30262,26221,56483,41298,27627,68925,12054,11688,23742,12700,11204,23904,173100,28,18,46,30437,25639,56076,41163,27380,68543,11809,11437,23246,12459,10937,23396,582,1387,1969,100980,79799,180779,12805,12407,25212,694987.0,853831.0,2795.0,1.020797326,836435.3807,299.2613169,0.1699,0.0,206.94963890113692,KASESE,0.19209425463122617,0.951731447221687,0.159,3,False,-0.3767296550877913,0.14,False,False
SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,1,0,1,858,1003,1861,1718,1382,3100,382,379,761,347,374,721,1,0,1,834,976,1810,1674,1345,3019,337,354,691,370,355,725,6246,1,0,1,814,954,1768,1629,1350,2979,330,342,672,362,348,710,4,30,34,3306,3138,6444,348,374,722,207343.0,252275.0,327.0,1.019808162,247374.9567,756.4983385,0.5515,30.3897,25.249120134560492,SHEEMA,1.2053345517759841,2.553832207929144,0.001,3,True,-1.02368798275289,0.001,False,True
RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,23,18,41,4247,3723,7970,5542,3366,8908,1843,1705,3548,1626,1459,3085,23,18,41,4241,3717,7958,5508,3356,8864,1617,1453,3070,1839,1699,3538,23471,21,17,38,4115,3616,7731,5357,3236,8593,1588,1418,3006,1797,1659,3456,39,133,172,13281,10271,23552,1649,1477,3126,129149.0,168211.0,1096.0,1.026777479,163824.2009,149.4746358,0.2642,30.1084,143.26943071327383,RUBIRIZI,0.4976995418808572,1.6749240060343806,0.018,3,True,-0.6675755317218861,0.013,False,True
BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,104,65,169,18554,11308,29862,26241,9293,35534,12976,10953,23929,17284,15227,32511,94,61,155,17902,11062,28964,25345,9051,34396,16866,14787,31653,12618,10663,23281,118449,93,59,152,16861,10463,27324,24067,8713,32780,15772,13899,29671,11885,10109,21994,1022,2061,3083,75159,46846,122005,17388,15292,32680,244153.0,312771.0,655.0,1.025076887,305119.5515,465.8313763,0.0,0.0,388.2052114251354,BUTALEJA,0.005150219158478321,0.061226160036101464,0.42,1,False,0.03314808425728778,0.389,False,False
KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,56,68,124,4012,2798,6810,6416,3640,10056,2148,1770,3918,3427,3410,6837,42,55,97,3781,2591,6372,5402,2997,8399,3064,3034,6098,1950,1573,3523,24489,41,54,95,3763,2607,6370,5395,3150,8545,3062,3008,6070,1940,1584,3524,460,1192,1652,16059,11686,27745,3483,3478,6961,140947.0,237649.0,1153.0,1.053629727,225552.6717,195.6224386,0.8088,31.0335,108.57330935353313,KIBAALE,0.5888541782717458,1.5289249793894675,0.022,3,True,-0.6753958009601126,0.024,False,True
