dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,35,30,65,24282,15489,39771,29019,14026,43045,13748,12117,25865,25477,22804,48281,34,30,64,23855,15092,38947,28563,13731,42294,23507,22592,46099,14654,11968,26622,154026,30,29,59,23226,14665,37891,27793,13534,41327,22702,22021,44723,13143,11500,24643,1105,3059,4164,92561,64466,157027,25512,22834,48346,267455.0,379547.0,2098.0,1.035622516,366491.6454,174.686199,1.2375,30.9876,420.27151760005717,KIKUUBE,-0.23078810623771703,-1.8553605806407356,0.005,4,True,-0.8196706414960511,0.008,False,True
LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,24,26,50,10422,8554,18976,11754,6292,18046,5297,4685,9982,5052,4730,9782,22,26,48,10292,8492,18784,11544,6069,17613,4952,4643,9595,5249,4647,9896,55936,22,26,48,9794,8133,17927,10992,5823,16815,4726,4478,9204,5028,4422,9450,317,1010,1327,32549,24287,56836,5076,4756,9832,262604.0,325263.0,988.0,1.021629283,318376.7394,322.2436634,0.4165,31.3999,175.69122702058803,LWENGO,0.3345521145424277,1.2151941495058702,0.077,3,False,-0.5345338525709996,0.073,False,False
AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,28,29,57,56351,32883,89234,53613,15373,68986,23601,18351,41952,27579,26071,53650,26,29,55,56222,32768,88990,53403,15308,68711,27528,26022,53550,23488,18334,41822,253128,25,29,54,55766,32478,88244,53043,15220,68263,27308,25763,53071,23432,18208,41640,1344,3064,4408,161172,92707,253879,27607,26100,53707,227792.0,307235.0,3493.0,1.03037004,298179.2833,85.36481058,2.9251,0.0,848.9120947592002,AGAGO,1.947408124779591,2.3923844956926796,0.034,1,True,1.0630867957859553,0.031,True,False
APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28,20,48,26929,14242,41171,30238,12484,42722,8750,6660,15410,10332,9202,19534,28,19,47,26541,14101,40642,29355,12341,41696,10204,9077,19281,8659,6596,15255,116921,28,17,45,26094,13874,39968,29044,12219,41263,10063,8963,19026,8512,6528,15040,1195,2709,3904,76277,42608,118885,10360,9222,19582,185322.0,221962.0,1783.0,1.018204859,217993.4599,122.262176,1.8445,32.4014,536.3509531599485,APAC,-0.0315600401518254,-0.12223543019861771,0.478,4,False,-0.03896031464078985,0.482,False,False
PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,9,11,20,14216,6927,21143,18297,5871,24168,6849,5319,12168,9356,8067,17423,9,11,20,14126,6846,20972,18220,5778,23998,9311,8014,17325,6792,5269,12061,74376,9,11,20,14700,6833,21533,18059,5739,23798,9278,7979,17257,6779,5257,12036,1380,2910,4290,48727,26195,74922,9365,8078,17443,275128.0,334697.0,796.0,1.01979224,328201.1639,412.3130199,1.2009,33.7071,226.61711224967416,PALLISA,-0.16499719268107216,-0.9323238245702216,0.161,2,False,0.37012394949888366,0.128,False,False
LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,10,9,19,14217,6975,21192,20683,6298,26981,6293,4576,10869,8736,7407,16143,10,9,19,14198,6965,21163,20639,6271,26910,8696,7360,16056,6265,4564,10829,74977,9,9,18,14117,6937,21054,20509,6244,26753,8630,7309,15939,6252,4551,10803,592,1214,1806,49939,25265,75204,8746,7416,16162,200561.0,242216.0,1046.0,1.01905033,237687.9657,227.2351489,2.2316,32.9438,315.4429791141925,LIRA,-0.05612946052798803,-1.4330753644453447,0.084,2,False,0.5071109307669406,0.077,False,False
KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,58,57,115,10564,7079,17643,19652,10400,30052,8166,8229,16395,22991,21369,44360,58,55,113,10498,7006,17504,19408,10202,29610,22790,21047,43837,8103,6817,14920,105984,58,55,113,10471,6984,17455,19336,10176,29512,22721,20960,43681,8037,6778,14815,240,1158,1398,61431,47134,108565,23049,21426,44475,181050.0,219734.0,3610.0,1.019553156,215519.9057,59.7008049,3.0352,0.0,491.7596806465195,KOTIDO,0.2253228155935048,1.0523727164689916,0.135,1,False,0.4157893939913849,0.111,False,False
KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,11,6,17,6971,6031,13002,6335,3854,10189,3590,3601,7191,3340,3477,6817,11,6,17,6934,5971,12905,6259,3748,10007,3295,3434,6729,3555,3559,7114,36772,11,6,17,6879,5893,12772,6216,3768,9984,3320,3450,6770,3533,3533,7066,251,657,908,20247,16969,37216,3351,3483,6834,174368.0,221569.0,790.0,1.024245869,216324.0357,273.8278933,0.0953,31.7651,169.98573404480916,KALUNGU,-0.2271703648497254,-0.7600316762130425,0.19,2,False,0.3432378901315761,0.173,False,False
NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,32,33,65,7929,4459,12388,11392,3653,15045,5523,4232,9755,13212,11910,25122,32,33,65,7851,4429,12280,11256,3606,14862,13125,11859,24984,5494,4207,9701,61892,32,33,65,7851,4429,12280,11250,3606,14856,13125,11859,24984,5494,4207,9701,392,1123,1515,38088,24287,62375,13244,11943,25187,142224.0,211830.0,4822.0,1.040642258,203556.9844,42.21422324,2.4265,34.331,304.0524508772395,NAPAK,-0.04870501728575077,-0.7569875025333941,0.199,2,False,0.3171337212463497,0.174,False,False
NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,11,5,16,14539,8833,23372,25639,11957,37596,9281,7377,16658,12635,11320,23955,11,5,16,14278,8741,23019,24969,11826,36795,12316,11073,23389,9149,7279,16428,99647,11,5,16,14234,8731,22965,24940,11819,36759,12294,11033,23327,9137,7250,16387,796,2203,2999,62105,39492,101597,12646,11325,23971,252557.0,311339.0,812.0,1.021144992,304892.06,375.4828325,0.8493,33.6623,326.8271400704892,NAMUTUMBA,-0.041854040455369335,-1.4929724712637205,0.082,2,False,0.6149936139672871,0.07,False,False
BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,27,16,43,18601,10440,29041,27184,10799,37983,13953,11111,25064,18205,16704,34909,27,16,43,18573,10421,28994,27127,10782,37909,18067,16686,34753,13927,11072,24999,126698,25,16,41,18508,10393,28901,27040,10765,37805,18019,16779,34798,13866,11044,24910,1543,2853,4396,77970,49070,127040,18232,16720,34952,382913.0,480345.0,1033.0,1.022928589,469578.2339,454.5771867,0.5316,0.0,269.81233552443837,BUGIRI,-0.030600675100364936,-0.23681949388981,0.349,2,False,0.10688791910245483,0.325,False,False
OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,8,6,14,13187,6655,19842,14776,4158,18934,6429,4757,11186,8206,7383,15589,8,6,14,13060,6590,19650,14695,4129,18824,8178,7360,15538,6390,4728,11118,65144,8,6,14,12866,6463,19329,14463,4052,18515,8030,7224,15254,6287,4643,10930,692,1548,2240,42606,22959,65565,8214,7389,15603,104254.0,161069.0,1549.0,1.044460267,154212.6637,99.55627096,2.5214,33.3486,422.42963993364964,OTUKE,0.244140196053541,2.063489791969974,0.036,1,True,0.8472090813850551,0.044,True,False
NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,21,13,34,27049,14404,41453,35080,12025,47105,13751,12204,25955,21396,20570,41966,20,12,32,25088,13517,38605,32796,11365,44161,20255,19447,39702,12985,11631,24616,147116,21,13,34,26431,14158,40589,34334,11758,46092,21125,20358,41483,14216,12038,26254,1571,2834,4405,97297,59216,156513,21417,20583,42000,238757.0,299398.0,987.0,1.022890813,292697.9069,296.5530971,2.4104,31.2168,502.6206082514354,NEBBI,0.4734813758997427,1.3398791292825012,0.09,1,False,0.8100533676351167,0.07,False,False
KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1298,1153,2451,35795,30752,66547,86049,77926,163975,26559,25420,51979,28191,27953,56144,477,442,919,22816,19789,42605,49870,45378,95248,18070,16351,34421,15780,14869,30649,203842,488,392,880,22481,19492,41973,48916,46285,95201,16426,15761,32187,15291,14272,29563,924,4199,5123,177892,163204,341096,29489,29106,58595,1507080.0,1797722.0,195.0,1.017791039,1766297.729,9057.937072,0.3152,32.5816,115.40636476694468,KAMPALA,0.7407058027956138,1.1885741608873062,0.044,3,True,-0.8725725068181927,0.046,False,True
PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,31,32,63,51563,29072,80635,45767,13503,59270,21811,16554,38365,24310,22430,46740,30,31,61,51524,29022,80546,45654,13393,59047,24276,22402,46678,21798,16541,38339,224671,25,29,54,50828,28667,79495,45054,13209,58263,23953,22043,45996,21557,16327,37884,1026,2257,3283,143482,81591,225073,24341,22462,46803,178004.0,240159.0,3326.0,1.030402516,233072.9945,70.07606571,2.9431,32.8084,963.9512311667665,PADER,2.6378569733112687,3.029793237707095,0.013,1,True,1.182306633334301,0.007,True,False
ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,6,7,13,13832,7550,21382,13164,6351,19515,5904,4589,10493,9173,8755,17928,6,7,13,13650,7481,21131,12818,6231,19049,9042,8597,17639,5823,4533,10356,68188,6,7,13,13415,7335,20750,12598,6130,18728,8842,8448,17290,5707,4429,10136,470,887,1357,42079,27252,69331,9179,8762,17941,107966.0,144084.0,2301.0,1.029278437,139985.445,60.83678617,2.7067,33.6595,487.1077846700419,ABIM,0.3141446744502463,1.3252176434392167,0.099,1,False,0.5967164705219286,0.09,False,False
BUDUDA,Bududa,"271,100",271100.0,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,20,16,36,4109,3034,7143,6471,3777,10248,1772,1355,3127,1704,1598,3302,20,16,36,4099,3023,7122,6453,3760,10213,1703,1597,3300,1763,1352,3115,23786,19,16,35,4087,3001,7088,6440,3706,10146,1700,1594,3294,1755,1351,3106,366,906,1272,14076,9780,23856,1724,1614,3338,210173.0,26897.0,318.0,0.814165494,33036.28096,103.887676,1.003,34.3338,719.9962982758215,BUDUDA,-0.88132680850518,-1.412173252159006,0.032,4,True,-0.6236627041239365,0.041,False,True
MANAFWA,Manafwa,"175,200",175200.0,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,7,7,14,5204,4070,9274,8648,5481,14129,3936,3300,7236,5911,5418,11329,7,7,14,5073,3965,9038,8238,5256,13494,5693,5262,10955,3767,3168,6935,40436,7,7,14,4911,3831,8742,7955,5149,13104,5542,5143,10685,3580,3045,6625,567,925,1492,23706,18276,41982,5918,5425,11343,149544.0,186917.0,237.0,1.022558071,182793.5306,771.2807197,0.0,0.0,221.21132989375064,MANAFWA,0.09880353134009695,0.4296627705494675,0.389,3,False,-0.21728120707101753,0.343,False,False
SIRONKO,Sironko,"274,300",274300.0,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,9,8,17,8924,5803,14727,16181,8862,25043,3799,3055,6854,4508,3973,8481,5,7,12,8557,5554,14111,15011,8282,23293,4163,3683,7846,3613,2918,6531,51793,5,7,12,7748,5096,12844,13762,7770,21532,3530,3221,6751,3107,2618,5725,749,1720,2469,33421,21701,55122,4517,3981,8498,242421.0,298363.0,383.0,1.020980559,292231.8131,763.0073449,1.2302,34.2491,177.23258618074118,SIRONKO,0.035931406848963565,0.15167195265097422,0.493,3,False,-0.062075401381253774,0.49,False,False
KATAKWI,Katakwi,"194,600",194600.0,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,6,2,8,26263,16385,42648,24717,12449,37166,11640,9223,20863,9899,9270,19169,5,2,7,26243,16341,42584,24569,12398,36967,9768,9145,18913,11607,9208,20815,119286,4,2,6,25700,15907,41607,23990,12244,36234,9718,8968,18686,11336,9024,20360,1590,4132,5722,72525,47329,119854,9905,9272,19177,166231.0,234332.0,2306.0,1.03493234,226422.5312,98.18843502,1.9142,33.9583,526.8291956979942,KATAKWI,0.12409243995021786,0.44095138492246655,0.289,1,False,0.1881552332422113,0.264,False,False
KUMI,Kumi,"284,800",284800.0,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,40,44,84,32146,20378,52524,40544,17890,58434,13494,11022,24516,14721,14383,29104,37,39,76,32840,20173,53013,39554,17218,56772,14619,14292,28911,13434,10991,24425,163197,37,39,76,31743,20134,51877,39371,17121,56492,14588,14254,28842,13395,10956,24351,1670,3175,4845,100945,63717,164662,14761,14427,29188,239268.0,286992.0,1005.0,1.018353399,281819.6516,280.4175638,1.4877,33.9304,579.083108908364,KUMI,0.08759779506819035,0.23021989688412095,0.344,1,False,0.10701072230267913,0.329,False,False
BULIISA,Buliisa,"149,300",149300.0,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,5,2,7,11935,7296,19231,13112,6268,19380,6658,5264,11922,10384,9400,19784,4,2,6,11032,6805,17837,12046,5854,17900,9473,8497,17970,6155,4913,11068,64781,4,2,6,11788,7124,18912,12876,6170,19046,10243,9243,19486,6555,5186,11741,847,1836,2683,42094,28230,70324,10389,9402,19791,113161.0,167894.0,1367.0,1.040240696,161399.1845,118.0681672,1.8992,31.3542,401.37129689152795,BULIISA,-0.013427032634032766,-0.1230434258417689,0.479,4,False,-0.062282223554176175,0.48,False,False
KAMWENGE,Kamwenge,"335,200",335200.0,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,Tooro,Kamwenge District,41,24,65,27870,17712,45582,30598,15047,45645,12584,10256,22840,16029,15149,31178,33,24,57,25517,16816,42333,28759,14095,42854,14891,14249,29140,11949,12167,24116,138500,39,23,62,26297,17396,43693,30250,14605,44855,15677,15044,30721,12370,10097,22467,906,2809,3715,87122,58188,145310,16070,15173,31243,270668.0,337167.0,1695.0,1.022211623,329840.7027,194.5962847,0.2903,30.574,419.89966328070153,KAMWENGE,-0.10506791865085614,-1.008877402676468,0.135,4,False,-0.3738944111432674,0.125,False,False
LYANTONDE,Lyantonde,"110,500",110500.0,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,South Central,Lyantonde District,4,3,7,5341,4611,9952,5847,3688,9535,2802,2484,5286,1875,1877,3752,4,3,7,5329,4609,9938,5833,3665,9498,1871,1872,3743,2796,2480,5276,28462,4,3,7,5014,4344,9358,5602,3493,9095,1765,1761,3526,2628,2329,4957,109,309,418,15869,12663,28532,1879,1880,3759,93753.0,133017.0,887.0,1.035600371,128444.334,144.8075919,0.2241,31.2168,221.59015593478807,LYANTONDE,0.22386219968747637,0.9684156606345553,0.137,3,False,-0.48943605771078735,0.122,False,False
SSEMBABULE,Ssembabule,"296,100",296100.0,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SEMBABULE,South Central,Sembabule District,10,6,16,9770,7734,17504,14744,9529,24273,5401,4638,10039,5271,4614,9885,9,6,15,9538,7573,17111,14335,9260,23595,5145,4483,9628,5268,4549,9817,60166,9,7,16,9448,7531,16979,14301,9212,23513,5135,4485,9620,5246,4531,9777,400,1196,1596,35196,26521,61717,5281,4620,9901,252597.0,305971.0,2317.0,1.019354414,300161.5492,129.5474964,0.0638,31.3542,200.4453940231729,SEMBABULE,-0.04227567205756559,-0.19350097464313246,0.367,2,False,0.07438037784382574,0.376,False,False
BUTAMBALA,Butambala,"107,800",107800.0,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,South Central,Butambala District,8,9,17,8448,8590,17038,7575,5021,12596,4296,4439,8735,3006,3080,6086,6,9,15,8421,8528,16949,7503,4939,12442,2971,3032,6003,4259,4394,8653,44062,6,9,15,8041,8127,16168,7127,4749,11876,2782,2885,5667,4040,4167,8207,132,525,657,23333,21139,44472,3014,3089,6103,10084.0,146516.0,405.0,1.306848434,112113.996,276.8246814,0.1742,32.1065,393.01069957403,BUTAMBALA,0.09261458746778624,1.0205237020615532,0.132,1,False,0.5183955693117341,0.129,False,False
KIRUHURA,Kiruhura,"185,700",185700.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,Ankole,Kiruhura District,0,0,0,7461,7458,14919,7897,6490,14387,3424,3315,6739,2773,2800,5573,0,0,0,7411,7431,14842,7777,6384,14161,2740,2767,5507,3409,3308,6717,41227,0,0,0,7409,7429,14838,7770,6358,14128,2740,2767,5507,3408,3308,6716,191,647,838,21555,20063,41618,2773,2800,5573,151023.0,203502.0,3003.0,1.03027357,197522.295,65.77499,0.322,30.8039,208.72074213191982,KIRUHURA,0.19407200029049101,1.0470871598836449,0.118,3,False,-0.3854050587137108,0.114,False,False
BUHWEJU,Buhweju,"144,100",144100.0,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,Ankole,Buhweju District,1,0,1,469,417,886,929,638,1567,218,139,357,237,179,416,1,0,1,448,408,856,909,625,1534,233,175,408,209,136,345,3144,1,0,1,445,407,852,907,623,1530,232,175,407,208,133,341,10,49,59,1854,1373,3227,238,179,417,12072.0,167921.0,751.0,1.301165617,129054.2863,171.8432574,0.3558,30.3897,24.361840975133887,BUHWEJU,0.9239664371271655,1.7700795107163976,0.008,3,True,-0.7846943081273451,0.008,False,True
KAKUMIRO,Kakumiro,"473,400",473400.0,KIBAALE,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,Bunyoro,Kakumiro District,36,28,64,10936,7417,18353,13090,6285,19375,5072,4158,9230,6061,5205,11266,33,27,60,10717,7265,17982,12780,6070,18850,5972,5097,11069,5004,4079,9083,57044,34,28,62,10488,7166,17654,12561,6066,18627,5864,5024,10888,4937,4005,8942,723,2473,3196,35195,23093,58288,6097,5233,11330,293108.0,428176.0,1701.0,1.038626657,412252.0803,242.3586598,1.0028,31.3084,138.3716486245224,KAKUMIRO,0.4452321463807503,1.3247716015770334,0.053,3,False,-0.5839517720839363,0.053,False,False
KABALE,Kabale,"248,700",248700.0,KABALE,KABALE,KABALE,KABALE,KABALE,KABALE,Kigezi,Kabale District,2,3,5,605,607,1212,1785,2299,4084,244,209,453,256,231,487,2,3,5,548,558,1106,1594,2190,3784,226,201,427,209,179,388,5710,2,3,5,536,553,1089,1549,2123,3672,220,197,417,207,175,382,4,30,34,2892,3349,6241,258,234,492,230609.0,285588.0,561.0,1.021612905,279546.1947,498.2998123,1.3505,30.0203,20.425962178193085,KABALE,1.420401185436193,1.606337356170187,0.001,3,True,-1.1873166355641918,0.004,False,True
AMUDAT,Amudat,"134,900",134900.0,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,Karamoja,Amudat District,1,1,2,2990,2585,5575,7862,2716,10578,2190,2095,4285,3109,2927,6036,1,1,2,2917,2551,5468,7574,2631,10205,2947,2783,5730,2096,2030,4126,25531,1,1,2,2917,2561,5478,7636,2621,10257,2947,2783,5730,2096,2029,4125,134,405,539,16152,10324,26476,3110,2928,6038,105769.0,203358.0,1616.0,1.067555067,190489.471,117.8771479,1.7916,34.9066,134.02840517101336,AMUDAT,0.25642095340726956,0.6653886011005962,0.282,3,False,-0.33204024993283004,0.232,False,False
MAYUGE,Mayuge,"565,100",565100.0,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,Busoga,Mayuge District,24,20,44,25973,13911,39884,42460,16669,59129,16149,12420,28569,22375,19878,42253,24,20,44,25811,13838,39649,42202,16565,58767,22258,19776,42034,16069,12377,28446,168940,24,19,43,25045,13486,38531,40916,16233,57149,21666,19268,40934,15654,12024,27678,2484,4813,7297,106981,62898,169879,22399,19898,42297,473239.0,577563.0,1075.0,1.020121459,566170.8169,526.6705273,0.3125,33.528,298.39051211613236,MAYUGE,-0.05271873361884871,-0.8324624847694423,0.185,2,False,0.30139897981949204,0.158,False,False
NWOYA,Nwoya,"236,000",236000.0,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,Acholi,Nwoya District,33,21,54,16095,8696,24791,21939,7887,29826,8989,7502,16491,14327,13977,28304,33,20,53,15727,8593,24320,21323,7749,29072,14102,13672,27774,8909,7442,16351,97570,33,20,53,15624,8542,24166,21194,7689,28883,13920,13589,27509,8828,7370,16198,878,2077,2955,61383,38083,99466,14360,13998,28358,133506.0,220593.0,4679.0,1.051499558,209788.9613,44.83628154,2.6351,32.0028,465.08643445959996,NWOYA,0.09707543089858443,0.528232028552073,0.248,1,False,0.22003840211896933,0.238,False,False
OYAM,Oyam,"453,700",453700.0,OYAM,OYAM,OYAM,OYAM,OYAM,OYAM,Lango,Oyam District,204,164,368,33006,15470,48476,42465,15475,57940,12285,9425,21710,18125,16617,34742,202,157,359,32940,15424,48364,42379,15454,57833,18054,16600,34654,12285,9414,21699,162909,200,156,356,32298,15217,47515,41383,15191,56574,17790,16331,34121,12030,9249,21279,4517,7918,12435,106085,57151,163236,18329,16781,35110,383644.0,477464.0,2196.0,1.022118437,467131.7753,212.7193876,2.2776,32.4467,348.7431354790135,OYAM,0.003365133177381549,0.5656928183292073,0.238,1,False,0.24332637375221874,0.219,False,False
KOBOKO,Koboko,"258,000",258000.0,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,West Nile,Koboko District,22,15,37,22614,11073,33687,22078,7418,29496,11116,8787,19903,13907,13175,27082,20,11,31,21523,11078,32601,22044,7383,29427,13900,13161,27061,11114,8782,19896,109016,20,11,31,21393,10963,32356,21895,7330,29225,13852,13063,26915,11039,8720,19759,1331,2696,4027,69737,40468,110205,13929,13190,27119,206495.0,271781.0,739.0,1.027852876,264416.2472,357.8027702,3.5237,31.0335,412.2893398359978,KOBOKO,0.10167085904027268,0.5391948720600631,0.222,1,False,0.4068173865162424,0.218,False,False
KIBUKU,Kibuku,"250,600",250600.0,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,Bukedi,Kibuku District,34,22,56,32560,16256,48816,38771,9774,48545,22128,18046,40174,38041,35556,73597,34,22,56,32546,16226,48772,38765,9760,48525,38038,35508,73546,22087,18025,40112,211011,34,22,56,32553,16246,48799,38759,9760,48519,38027,35261,73288,22123,18044,40167,2253,5020,7273,131534,79654,211188,38075,35578,73653,202033.0,249441.0,484.0,1.021302871,244238.0289,504.6240266,1.0453,33.7993,863.9563664608332,KIBUKU,-0.10194377536904405,-0.128808107304124,0.47,4,False,-0.038804643285751256,0.483,False,False
KWANIA,Kwania,"216,600",216600.0,APAC,APAC,APAC,KWANIA,KWANIA,KWANIA,Lango,Kwania District,4,7,11,13261,6358,19619,16694,6575,23269,5068,3907,8975,7416,6482,13898,4,7,11,13257,6352,19609,16648,6551,23199,7409,6476,13885,5063,3906,8969,65673,4,7,11,12819,6068,18887,16051,6311,22362,7105,6243,13348,4843,3744,8587,1031,1859,2890,42443,23329,65772,7420,6489,13909,183304.0,216125.0,1223.0,1.016607493,212594.341,173.8302052,1.9033,32.7633,308.9122678011453,KWANIA,-0.04052950529394271,-0.6440093479275392,0.214,2,False,0.2994668358068472,0.216,False,False
NABILATUK,Nabilatuk,"89,700",89700.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NABILATUK,NABILATUK,NABILATUK,Karamoja,Nabilatuk District,24,20,44,3765,2167,5932,4929,1388,6317,2858,2138,4996,9852,8513,18365,24,20,44,3765,2167,5932,4929,1388,6317,9852,8510,18362,2858,2138,4996,35651,24,20,44,3640,2116,5756,4732,1363,6095,9364,8063,17427,2800,2097,4897,203,523,726,21428,14226,35654,9876,8533,18409,68409.0,136785.0,1561.0,1.071747609,127627.9964,81.7604077,2.091,34.5971,279.3352634657516,NABILATUK,-0.060848067021865015,-0.47332003559574926,0.265,2,False,0.24625104379316345,0.253,False,False
BUGWERI,Bugweri,"191,600",191600.0,IGANGA,IGANGA,IGANGA,BUGWERI,BUGWERI,BUGWERI,Busoga,Bugweri District,4,11,15,14603,8967,23570,21977,9416,31393,8913,7210,16123,12381,11268,23649,4,11,15,14573,8963,23536,21905,9350,31255,12349,11246,23595,8907,7197,16104,94505,4,11,15,14370,8790,23160,21398,9144,30542,12108,11059,23167,8777,7087,15864,1174,2340,3514,57878,36872,94750,12385,11279,23664,164886.0,211511.0,302.0,1.025214919,206308.9368,683.1421748,0.6116,33.5952,458.0751637124427,BUGWERI,0.051915792931889755,0.2388282267094021,0.345,1,False,0.1262060493324593,0.327,False,False
